,gameId,Win,TotalGoldDiff,AvgLevelDiff,TotalAssistDiff,Kill,Death,TotalMinionDiff,TotalJungleMinionDiff,FirstTower,TowerKillDiff,HeraldDiff,FirstDragon,TotalWardsKillDiff
2728,4205437965,0,-11183,-1.5999999999999996,-29,14,26,-20,8,-1,-8,-1,-1,-3
2729,4197408374,1,6878,0.7999999999999989,17,22,10,-28,-5,1,2,0,-1,-1
2730,4197335443,1,11373,1.8000000000000007,29,29,17,119,70,1,8,0,-1,10
2731,4195369238,0,-7016,-1.1999999999999993,-24,17,33,-15,-25,-1,-3,0,-1,1
2732,4193033100,1,15099,2.4000000000000004,33,28,10,81,54,1,6,0,-1,0
2733,4192788389,1,8504,1.2000000000000002,21,17,4,8,14,1,5,0,1,2
2734,4192755446,1,11519,1.5999999999999996,8,33,23,58,68,-1,7,1,1,14
2735,4192399751,1,9980,1.6000000000000014,23,42,21,-30,65,1,6,1,-1,-1
2736,4221652927,0,-11214,-1.799999999999999,-12,19,27,-52,-63,-1,-8,-1,-1,-22
2737,4219029205,0,-9457,-1.1999999999999993,-7,19,26,-43,-29,-1,-6,-1,1,-2
2738,4205838604,0,-10023,-2.6000000000000014,-22,16,22,57,-61,1,-10,-1,-1,-5
2739,4186218742,1,15993,2.1999999999999993,16,36,11,69,106,1,10,1,1,6
2740,4186135363,1,8585,0.5999999999999996,9,20,10,33,53,1,6,0,1,-7
2741,4182481535,1,4841,0.5999999999999996,12,15,5,16,-27,1,0,0,-1,0
2742,4182384636,1,9677,1.8000000000000007,33,22,6,50,42,1,4,0,-1,4
2743,4182304805,1,10806,1.6000000000000014,21,31,20,54,39,1,7,1,1,-9
2744,4179268872,1,5274,1.3999999999999986,22,29,25,56,67,1,5,1,-1,4
2745,4179127451,1,6862,1.0,28,25,13,33,21,1,4,0,-1,0
2746,4168728555,0,-398,-0.20000000000000018,-1,1,1,-3,-12,0,0,0,0,0
2747,4168638993,0,-7260,-1.0,-21,18,27,-117,-47,1,-2,0,-1,-28
2748,4161236984,1,8434,0.8000000000000007,9,16,3,52,20,1,3,0,1,2
2749,4161187221,1,10535,1.4000000000000004,39,35,18,-4,-49,1,8,1,1,5
2750,4144434227,0,-15475,-2.1999999999999993,-22,13,32,-124,-39,-1,-9,0,-1,-10
2751,4127430923,0,-13785,-1.5999999999999996,-34,23,38,13,-57,1,-5,-1,-1,-1
2752,4125081504,1,13408,1.799999999999999,14,19,3,81,51,1,5,0,1,7
2753,4252505709,0,-3603,-1.5999999999999996,-46,18,31,67,55,-1,-2,-1,1,9
2754,4247126359,0,-8050,-1.3999999999999986,-2,6,11,-103,-38,-1,-3,0,-1,-6
2755,4246185242,1,8463,0.6000000000000014,6,19,8,27,27,1,6,0,1,3
2756,4243430267,1,6018,0.8000000000000007,11,13,13,-23,87,-1,3,0,1,11
2757,4240649836,0,-4563,-0.3999999999999986,-6,40,45,-105,52,-1,-2,-1,-1,-7
2758,4222803569,1,17449,3.1999999999999993,19,24,5,166,79,1,7,0,1,1
2759,4221781877,1,11724,2.200000000000001,10,24,9,102,3,1,5,0,1,10
2760,4220868623,1,10699,1.3999999999999986,21,26,13,3,67,1,7,0,1,7
2761,4220563075,0,-7655,-1.4000000000000004,-35,28,37,-49,-28,1,-4,-1,-1,5
2762,4219615194,1,16469,2.8,34,23,4,161,25,1,8,0,1,-2
2763,4218006505,1,7302,1.0,28,23,7,23,-22,-1,3,0,1,-4
2764,4215777383,0,-13085,-1.799999999999999,-10,21,28,-118,-116,-1,-9,-1,1,1
2765,4214618655,1,700,0.20000000000000018,-1,1,1,29,-4,0,0,0,0,0
2766,4214632892,1,12050,1.3999999999999986,22,19,9,126,58,1,8,0,-1,11
2767,4213097428,0,-2779,-1.5999999999999996,-30,13,28,57,51,1,2,-1,-1,19
2768,4211519511,0,-10417,-1.8000000000000007,-16,8,23,-76,-25,-1,-2,0,-1,-4
2769,4211545218,0,-11909,-2.799999999999999,-16,6,15,-68,-56,-1,-10,0,1,-4
2770,4211439501,0,-10276,-1.799999999999999,-23,18,26,-47,-62,-1,-6,0,-1,-5
2771,4211453792,0,-5143,-1.8000000000000007,-13,24,27,-92,-70,1,0,-1,-1,-7
2772,4210455260,0,-10349,-2.799999999999999,-20,9,24,-5,-61,1,-2,-1,1,-1
2773,4208834238,0,-17881,-2.0,-30,8,33,-50,-26,-1,-11,0,-1,-4
2774,4208778248,1,17425,2.3999999999999986,9,27,13,187,96,1,11,0,1,2
2775,4208684167,0,-6253,-0.8000000000000007,-2,29,39,-103,-18,1,-2,0,1,0
2776,4206817434,0,-11358,-1.0,-36,34,53,47,-25,-1,-6,-1,-1,-18
2777,4204653833,0,-8868,-1.1999999999999993,-13,18,26,-46,-35,-1,-4,0,1,-5
2778,4233083305,0,-8890,-1.5999999999999996,-11,22,33,-13,-18,-1,-6,-1,-1,1
2779,4215533213,0,-6548,-0.5999999999999996,-32,16,29,-38,-43,1,-3,1,-1,-10
2780,4212488840,0,-7691,-1.0,-9,31,31,-9,-33,-1,-8,-1,1,-1
2781,4212182849,1,13190,2.0,26,29,8,145,54,1,6,0,1,11
2782,4212053970,1,15461,2.200000000000001,36,23,6,16,45,1,10,1,1,1
2783,4211504339,1,946,0.6000000000000014,1,33,34,6,21,-1,1,-1,1,-1
2784,4204866698,0,-9499,-1.799999999999999,-25,15,25,-63,-35,1,-6,-1,1,-6
2785,4190653652,0,-6767,-1.1999999999999993,-17,20,27,-26,-57,1,0,-1,1,-8
2786,4183423087,1,10600,1.200000000000001,26,29,11,14,56,1,2,1,1,1
2787,4172362870,0,-2798,-0.7999999999999989,-29,29,35,66,-3,1,-3,-1,1,-4
2788,4172213720,1,8445,1.4000000000000004,21,25,11,28,15,1,3,0,1,7
2789,4252369176,1,12622,1.8000000000000007,32,33,7,19,65,1,6,0,1,7
2790,4246291509,1,4786,0.5999999999999996,9,36,31,62,21,-1,4,-1,-1,0
2791,4241718927,1,11516,1.799999999999999,23,25,5,72,24,1,2,0,1,6
2792,4203907570,1,11062,2.3999999999999995,9,10,3,127,36,1,6,0,1,3
2793,4247270581,0,-10038,-1.5999999999999996,-24,12,30,2,-10,-1,-7,0,1,16
2794,4245889825,1,8374,-0.1999999999999993,3,24,14,-1,38,1,11,0,1,9
2795,4245603285,0,-2995,-0.1999999999999993,-9,21,26,77,-3,-1,-7,0,-1,1
2796,4230403770,0,-13524,-1.1999999999999993,-32,9,24,-84,-10,-1,-7,0,-1,3
2797,4230268630,0,-9254,-1.8000000000000007,-31,24,41,12,-50,-1,-4,-1,1,9
2798,4224728915,1,8195,1.1999999999999993,25,25,12,-50,22,1,6,0,1,-1
2799,4246972078,1,11116,1.4000000000000004,27,44,24,24,29,1,7,1,1,7
2800,4230430598,1,14828,1.5999999999999996,25,46,25,-50,146,1,9,1,1,17
2801,4229923243,1,8044,1.0,37,28,8,-21,21,1,6,-1,1,7
2802,4213037721,0,-12095,-2.0,-31,15,24,-57,-79,-1,-4,-1,-1,-10
2803,4207430650,0,-12044,-1.5999999999999996,-14,17,29,-76,-76,-1,-9,-1,-1,-2
2804,4207355463,1,10062,1.5999999999999996,22,20,7,36,36,1,5,0,1,-10
2805,4195379089,1,5020,0.0,-5,29,23,56,69,1,6,-1,-1,-8
2806,4190678774,0,-12118,-2.0,-20,15,33,-67,-45,-1,-6,-1,1,-5
2807,4167833372,1,9658,1.5999999999999996,21,21,4,64,4,1,4,0,-1,2
2808,4255638724,0,-10691,-1.8000000000000007,-26,13,38,-52,-17,-1,-6,0,1,-6
2809,4252677277,1,8266,1.0,15,21,9,45,15,1,3,0,1,1
2810,4249760944,1,9798,1.4000000000000004,45,26,9,-48,14,-1,3,1,1,16
2811,4245411921,1,11046,1.0,39,25,10,43,1,1,5,0,-1,-3
2812,4242362817,1,6296,0.1999999999999993,19,13,5,-11,9,1,2,0,-1,-1
2813,4227445278,1,11728,1.4000000000000004,46,40,22,49,62,-1,8,-1,1,14
2814,4227429135,0,-6616,-1.4000000000000004,-3,6,16,-10,-31,-1,-2,0,-1,-5
2815,4227403126,0,-11599,-1.6000000000000014,-11,13,21,-46,-148,-1,-5,-1,-1,-15
2816,4225274333,1,11317,1.5999999999999996,30,32,16,23,80,-1,2,0,1,21
2817,4255693626,0,-8303,-1.0,-30,17,28,-56,-6,1,-6,-1,-1,13
2818,4254801644,0,-11316,-1.6000000000000014,-20,5,18,-76,-49,-1,-3,0,-1,-1
2819,4247240983,0,-9389,-1.1999999999999993,-33,21,31,-24,-47,-1,-7,0,1,8
2820,4244487827,0,-4853,-1.3999999999999986,-15,20,20,-38,27,-1,-5,-1,-1,10
2821,4235195378,0,-6533,-0.8000000000000007,-20,28,36,-35,-26,-1,-3,-1,1,10
2822,4234278621,1,10537,1.5999999999999996,44,33,16,-145,105,1,3,1,1,-9
2823,4232924082,0,-3596,-0.8000000000000007,-5,37,47,-31,-37,1,-1,1,1,16
2824,4232225104,0,-13214,-1.4000000000000004,-7,16,28,-49,-72,-1,-11,0,-1,-4
2825,4232081074,1,15775,1.799999999999999,30,26,8,41,13,1,3,0,-1,4
2826,4231972604,1,11768,1.6000000000000014,19,29,13,57,-33,1,7,1,-1,9
2827,4230427306,0,-8540,-1.1999999999999993,2,33,40,-17,-98,-1,-6,-1,-1,-6
2828,4227376529,0,-9287,-1.4000000000000004,-21,12,29,96,-79,-1,-4,-1,-1,3
2829,4227017882,0,-4309,-1.1999999999999993,-20,18,23,39,-52,1,-5,0,-1,-2
2830,4225195804,1,8427,0.8000000000000007,26,20,15,-83,41,1,6,1,1,29
2831,4225057516,1,9594,1.5999999999999996,9,12,6,142,8,1,7,0,1,3
2832,4222967237,1,14604,1.8000000000000007,33,26,10,-2,33,1,9,1,-1,10
2833,4222962948,0,-9324,-1.6000000000000014,2,25,34,-68,-83,-1,-7,-1,-1,-6
2834,4222862392,0,-1884,-0.40000000000000036,-10,19,21,-8,-5,1,1,0,1,0
2835,4220949543,0,-7726,-2.0,-22,10,19,84,-80,-1,-4,-1,1,-12
2836,4232619399,1,5193,1.0,15,23,20,75,13,1,-1,-1,-1,16
2837,4231137346,0,-3651,-0.6000000000000014,-5,3,9,-32,-7,0,0,0,1,-3
2838,4217496656,0,-8842,-0.3999999999999986,-20,6,17,39,-16,-1,-7,0,1,0
2839,4242375638,1,7455,1.0,21,21,16,35,-2,1,2,1,1,0
2840,4240711731,1,16184,2.4000000000000004,53,41,10,39,54,1,9,0,1,-2
2841,4231247579,1,8509,1.8000000000000007,17,22,4,29,35,1,2,0,1,4
2842,4225250850,0,-8566,-0.8000000000000007,-17,23,31,-20,-43,-1,-6,-1,-1,-22
2843,4225028655,0,-5486,-1.0,-17,12,18,-27,-41,-1,-2,0,-1,-3
2844,4248629834,0,-3458,-0.8000000000000007,-13,20,24,20,-8,1,-5,-1,-1,-23
2845,4247856421,1,16370,2.0,29,28,5,16,28,1,10,1,1,7
2846,4245875713,0,-6927,-1.1999999999999993,-11,10,21,-80,-53,1,-1,0,-1,-6
2847,4245485683,0,-4882,-1.200000000000001,-26,14,24,-52,1,1,-3,1,-1,-2
2848,4228802350,1,10907,1.6000000000000014,7,22,8,97,35,1,3,0,0,5
2849,4218479186,0,-5899,-0.5999999999999996,-16,15,25,-30,45,-1,-3,-1,-1,11
2850,4215435598,1,12231,1.5999999999999996,14,15,4,36,35,1,5,0,-1,0
2851,4213857946,0,-9231,-1.3999999999999986,-42,7,20,10,1,-1,-5,-1,-1,0
2852,4213773858,0,-7226,-2.0,-31,16,23,-26,39,1,-2,1,-1,-8
2853,4213595525,0,-6305,-1.4000000000000004,-10,9,16,-32,-15,-1,-2,0,-1,2
2854,4212752554,1,9041,1.0,28,27,15,-23,17,1,8,0,1,4
2855,4212035696,1,4900,1.5999999999999996,24,19,13,50,-13,-1,-2,1,1,13
2856,4211456061,1,18192,2.5999999999999996,21,29,10,97,57,1,10,0,-1,7
2857,4211400852,1,9385,1.5999999999999996,14,22,8,21,28,1,7,0,1,9
2858,4209286654,0,-6344,-1.0,-13,4,15,-33,-2,-1,-2,0,-1,3
2859,4209311386,1,8351,1.5999999999999996,10,15,5,21,30,1,3,0,1,-2
2860,4243563993,0,-11870,-1.5999999999999996,-18,23,33,-76,-60,-1,-6,-1,-1,-16
2861,4223767126,1,14684,2.0,40,30,10,-10,1,1,6,1,-1,11
2862,4214790279,1,14500,2.200000000000001,36,36,17,74,47,1,4,1,1,6
2863,4196568881,1,6059,1.5999999999999996,11,31,22,35,-13,1,4,1,1,8
2864,4196561071,0,-408,0.6000000000000014,-13,27,30,26,-10,1,-1,-1,-1,8
2865,4184507132,1,16371,1.5999999999999996,39,34,15,121,42,1,10,0,1,8
2866,4175841514,0,-3669,-0.7999999999999989,-28,18,28,52,24,1,-1,-1,1,-4
2867,4136674252,1,11923,1.1999999999999993,28,35,16,-25,76,1,6,1,1,3
2868,4136225744,1,8112,1.5999999999999996,5,11,2,55,47,1,2,0,1,-3
2869,4134587091,1,13732,1.4000000000000004,34,29,13,-12,74,1,10,1,1,0
2870,4134513410,0,-7836,-1.1999999999999993,-4,17,26,0,16,-1,-6,-1,-1,15
2871,4134407938,0,-9662,-1.0,-29,15,31,-21,-1,-1,-2,-1,1,-17
2872,4134220375,1,9733,0.7999999999999989,19,19,7,4,20,1,9,0,1,6
2873,4118141021,1,7451,1.3999999999999995,-2,4,2,136,7,1,6,0,1,0
2874,4104186477,1,6887,1.0,7,17,11,59,32,1,3,0,1,4
2875,4095376288,1,12362,2.0,32,19,2,43,36,1,3,0,1,-1
2876,4095110482,1,4705,0.3999999999999986,14,17,9,-3,40,-1,0,0,1,9
2877,4094527943,1,7687,0.5999999999999996,20,26,11,36,-30,1,8,0,-1,-4
2878,4093094994,1,10593,1.8000000000000007,18,12,5,140,71,1,4,0,1,7
2879,4092944286,0,-7632,-1.200000000000001,-3,24,25,-53,-74,1,-7,-1,-1,-9
2880,4092739442,0,-1833,-0.5999999999999996,-46,21,36,86,47,1,-4,1,-1,-3
2881,4092436408,1,11957,1.5999999999999996,6,19,12,148,45,1,9,0,-1,7
2882,4092039343,1,11234,1.1999999999999993,22,26,18,41,50,1,9,1,1,7
2883,4089928634,0,-7854,-1.1999999999999993,-36,19,29,7,-66,1,-7,-1,-1,0
2884,4089646572,1,9112,1.5999999999999996,21,33,12,-63,29,1,8,1,1,-3
2885,4087689182,0,-13884,-1.5999999999999996,-16,17,37,-75,-12,-1,-8,0,-1,-5
2886,4087659406,1,3696,-0.1999999999999993,21,49,43,11,-58,1,6,-1,-1,0
2887,4087676595,1,9351,1.5999999999999996,23,39,28,59,28,1,4,1,1,0
2888,4087548990,1,16499,2.1999999999999993,43,39,10,57,29,1,9,0,1,3
2889,4087520206,0,-12475,-2.1999999999999993,-38,10,30,0,-72,-1,-6,-1,-1,-9
2890,4087419272,1,20131,1.799999999999999,31,45,16,-40,161,1,10,1,-1,22
2891,4085679074,0,-6142,-0.8000000000000007,-21,26,32,85,-13,1,-4,-1,-1,11
2892,4243194617,1,13872,1.8000000000000007,33,26,9,11,54,1,7,0,1,3
2893,4228691201,1,9398,0.8000000000000007,19,37,26,-77,161,1,7,-1,1,1
2894,4228564775,1,6534,0.7999999999999989,25,16,4,-50,-4,1,2,0,-1,-11
2895,4223646715,0,-7288,-1.1999999999999993,-27,7,21,3,-7,-1,-3,0,1,-9
2896,4196163775,0,-8235,-2.0,9,5,4,-113,-60,-1,-7,0,-1,1
2897,4255467270,1,10765,1.5999999999999996,28,29,14,-45,-3,1,8,1,1,13
2898,4249025251,0,-3963,-0.8000000000000007,-9,7,11,-5,-22,-1,-1,0,-1,-2
2899,4245245162,1,9643,1.4000000000000004,15,22,6,-26,31,1,3,1,1,-1
2900,4239929530,0,-15792,-2.0,-49,15,45,-12,32,-1,-8,-1,-1,-3
2901,4237011453,1,14750,2.0,44,36,18,-14,100,1,8,1,1,-16
2902,4233533709,1,1927,-0.20000000000000107,8,13,8,-47,-11,1,2,0,-1,1
2903,4233099434,1,8106,1.0,48,45,27,-32,28,-1,6,0,1,5
2904,4233054072,1,10705,1.6000000000000014,18,22,8,15,22,1,6,0,1,6
2905,4230928272,0,-6494,-0.6000000000000014,-39,26,36,-24,45,-1,-3,-1,1,3
2906,4230770976,1,13379,1.200000000000001,42,42,19,40,27,1,10,1,1,1
2907,4227938623,0,-3882,-1.0,-29,45,47,29,86,1,-2,-1,-1,9
2908,4256374160,0,-11212,-1.8000000000000007,-31,6,20,-43,-19,-1,-4,-1,-1,10
2909,4256206032,1,9418,1.4000000000000004,23,20,5,25,82,1,3,0,1,6
2910,4253150106,0,-7746,-1.4000000000000004,-17,13,24,-15,-15,-1,-2,-1,-1,-1
2911,4253003270,0,-11500,-2.0,-29,15,36,13,-34,-1,-7,-1,-1,7
2912,4249044633,1,4777,1.4000000000000004,12,14,6,-2,107,-1,0,0,1,-1
2913,4247251327,1,12300,1.200000000000001,17,20,9,-24,62,1,5,1,-1,-5
2914,4244633642,1,9716,1.4000000000000004,33,32,19,-67,102,1,7,1,1,2
2915,4244545996,0,-14964,-2.1999999999999993,-32,28,52,14,-108,-1,-4,-1,-1,-12
2916,4240592677,1,16741,2.4000000000000004,32,38,10,113,122,1,7,0,1,7
2917,4238235667,0,-13730,-2.0,-17,21,33,-33,-119,-1,-9,-1,-1,-2
2918,4236187263,0,-6395,-1.4000000000000004,-18,19,22,-9,21,-1,-2,0,-1,6
2919,4230406219,1,10735,1.3999999999999986,14,33,20,-1,51,-1,10,1,-1,5
2920,4229061976,0,-13599,-2.0,-20,8,21,-75,-58,-1,-4,0,-1,1
2921,4253892720,0,-19106,-1.4000000000000004,-14,7,32,-182,-35,-1,-9,0,-1,2
2922,4244548544,1,8152,1.5999999999999996,21,29,19,0,10,1,1,1,-1,2
2923,4228725224,1,4979,0.5999999999999996,24,26,14,-46,-26,1,4,0,1,-9
2924,4224776490,1,6817,1.4000000000000004,17,26,21,10,21,1,1,1,-1,-2
2925,4222624847,1,10850,2.200000000000001,39,30,14,33,21,1,6,1,1,-4
2926,4222536420,0,-6914,-1.5999999999999996,-20,13,22,-41,-56,-1,-1,-1,-1,7
2927,4222349122,1,8067,1.0,8,14,5,65,11,1,4,0,1,3
2928,4216047652,1,8944,1.200000000000001,28,25,13,13,-36,1,4,1,-1,9
2929,4214031625,1,5478,1.0,45,36,25,18,-5,-1,2,-1,-1,11
2930,4213525768,0,-4797,-1.799999999999999,-40,17,27,11,-103,1,-2,1,1,-2
2931,4213269870,1,8679,1.3999999999999986,37,35,24,-98,69,1,5,1,-1,6
2932,4213243393,1,10069,1.5999999999999996,23,25,12,45,70,1,4,0,-1,4
2933,4210026745,0,-6389,-1.1999999999999993,-18,12,25,-63,34,1,-2,0,1,-5
2934,4241801910,1,10793,0.40000000000000036,14,46,27,-14,82,1,10,-1,1,-2
2935,4241717975,1,7775,1.5999999999999996,18,26,5,8,11,1,3,0,1,4
2936,4241722582,1,7573,1.5999999999999996,-9,21,17,86,47,1,6,0,-1,6
2937,4232790645,0,-12199,-1.1999999999999993,-36,14,35,-34,-52,-1,-8,1,-1,-3
2938,4229482559,1,8388,2.3999999999999986,24,24,24,-13,60,1,10,1,1,6
2939,4227476064,1,10914,0.7999999999999989,17,27,16,70,84,1,7,0,1,7
2940,4227379490,1,10451,1.5999999999999996,16,22,9,89,-3,1,7,0,-1,1
2941,4227394414,0,-4546,-0.5999999999999979,-6,34,37,-137,-104,1,0,-1,-1,-26
2942,4227339564,1,11039,1.200000000000001,13,35,14,88,48,1,5,0,1,2
2943,4227316055,0,-10003,-1.1999999999999993,-17,11,25,-89,17,-1,-7,0,-1,-5
2944,4227302239,1,4533,0.3999999999999986,22,20,5,-112,0,1,1,0,1,2
2945,4225218400,0,-10919,-0.3999999999999986,-16,34,42,-74,-89,-1,-6,-1,1,-1
2946,4225149971,1,7471,1.0,11,21,8,52,21,1,2,0,1,6
2947,4225057881,1,7862,1.1999999999999993,10,20,6,42,-10,1,2,0,1,1
2948,4224958703,1,12008,1.6000000000000014,32,27,10,23,66,-1,9,1,1,-8
2949,4223035707,0,-14928,-1.8000000000000007,-32,16,41,-48,-75,-1,-9,-1,-1,6
2950,4223063352,1,10754,2.0,33,29,11,-108,40,-1,7,1,1,-8
2951,4222910539,0,-10991,-2.0000000000000018,-17,20,27,13,-111,1,-6,-1,1,-3
2952,4222840832,0,-15248,-1.5999999999999996,-14,15,27,-128,-128,-1,-9,0,-1,-6
2953,4222725344,1,11243,1.799999999999999,29,30,16,57,17,1,7,1,1,3
2954,4222623104,1,9200,2.4000000000000004,30,35,12,29,65,1,2,0,-1,18
2955,4220636612,0,-8979,-2.0,-35,21,35,22,-30,-1,-3,-1,-1,3
2956,4220254724,0,-6270,-2.0,-39,23,38,32,25,1,-2,-1,-1,6
2957,4218281771,1,10210,1.799999999999999,13,19,4,96,23,-1,7,0,-1,23
2958,4215990719,1,10731,1.4000000000000004,7,30,20,50,40,1,10,1,1,4
2959,4215789166,0,-6230,0.0,-2,26,26,69,-30,-1,-7,-1,-1,-3
2960,4215800137,0,-5320,-1.5999999999999996,-12,31,38,-48,-14,1,-6,-1,-1,10
2961,4214716193,1,6779,1.5999999999999979,53,44,25,-84,99,-1,5,1,1,9
2962,4212865754,1,11899,1.4000000000000004,25,19,7,6,59,1,7,0,1,4
2963,4201025396,0,-10083,-2.0,-21,22,32,1,-88,-1,-5,-1,-1,2
2964,4200839881,1,11090,1.0,17,33,15,-13,49,1,10,0,1,11
2965,4199912700,0,-7489,-1.3999999999999986,-36,7,26,-2,-19,-1,-2,0,-1,-2
2966,4199720773,1,5791,1.1999999999999993,14,24,12,15,26,-1,-1,1,1,6
2967,4199148999,0,-6542,-1.200000000000001,-11,21,31,-7,-24,1,-5,-1,-1,-18
2968,4198718238,1,9323,0.8000000000000007,17,18,6,76,-29,1,4,0,-1,-4
2969,4198688427,1,7476,1.4000000000000004,48,45,27,34,2,1,8,1,1,-7
2970,4253694281,1,8973,1.0,10,24,16,77,0,1,3,0,0,0
2971,4253559440,1,7247,0.1999999999999993,13,32,22,13,-17,1,8,0,-1,3
2972,4253593801,1,15630,1.0,28,33,15,20,118,1,9,0,1,-2
2973,4246303690,1,13308,1.5999999999999996,23,26,8,45,47,1,5,0,1,7
2974,4245610181,0,-4187,-1.0,-7,29,33,-126,-46,1,0,1,-1,2
2975,4245718856,1,16873,2.4000000000000004,42,37,16,53,91,1,10,1,-1,10
2976,4240640022,1,16923,3.0,14,17,3,143,88,1,9,0,1,3
2977,4238911568,1,5539,0.8000000000000007,7,27,22,36,41,1,3,-1,-1,11
2978,4238832955,0,-13716,-1.4000000000000004,-48,20,41,-61,-22,-1,-6,-1,-1,-6
2979,4230236042,1,3008,0.0,11,62,55,-5,-129,1,-1,-1,-1,9
2980,4228572730,1,6448,1.1999999999999993,29,37,21,8,11,1,2,0,1,23
2981,4228440314,1,16635,2.0,21,32,11,73,24,1,6,1,-1,14
2982,4223837684,0,-3749,-1.6000000000000014,-15,24,27,38,-25,1,-3,-1,1,-1
2983,4221019057,1,15385,2.8000000000000007,52,44,17,90,32,-1,7,0,1,5
2984,4221054698,1,6071,0.7999999999999972,49,60,42,-62,-14,-1,5,0,-1,6
2985,4221042262,1,3673,0.5999999999999996,21,43,27,0,-71,1,3,0,1,12
2986,4220919247,0,-10064,-1.0,-8,21,30,-19,-88,-1,-3,-1,1,1
2987,4220944930,0,-13459,-1.8000000000000007,-4,23,40,-130,-129,1,-8,-1,-1,-9
2988,4216135039,1,9010,1.799999999999999,17,49,39,65,119,1,4,1,1,7
2989,4215994861,1,10542,1.8000000000000007,14,29,16,12,30,1,6,1,-1,4
2990,4213999678,0,-6098,-1.0,-13,24,34,-13,20,-1,-8,0,1,-6
2991,4213759627,1,13488,0.7999999999999989,14,35,17,-29,79,1,9,1,1,9
2992,4202706443,1,13177,1.5999999999999996,25,22,11,112,62,1,7,0,1,2
2993,4199981960,1,16489,2.3999999999999986,31,39,15,57,44,1,5,1,1,15
2994,4194344969,0,60,-0.20000000000000284,-18,35,36,-46,-18,1,-2,1,1,21
2995,4186492285,1,2330,0.5999999999999979,48,51,38,-76,-8,1,2,1,1,7
2996,4186490334,1,10842,1.799999999999999,34,28,11,3,62,1,3,0,-1,7
2997,4184864972,0,-11965,-1.3999999999999986,-29,13,29,-78,-86,1,-8,0,-1,3
2998,4183179563,0,-8086,-1.4000000000000004,-3,4,11,-132,-13,-1,-3,0,1,-7
2999,4182616171,0,-3820,-0.8000000000000007,-18,29,36,-40,13,1,-4,1,1,-16
3000,4178193877,1,10851,0.8000000000000007,23,22,8,31,25,1,7,0,1,-5
3001,4166070120,1,8917,1.8000000000000007,20,22,14,55,95,-1,7,1,1,-1
3002,4163728685,1,4210,1.0,7,15,10,50,0,1,2,0,0,-1
3003,4161363857,1,6407,1.1999999999999993,22,38,21,-2,-45,1,3,0,-1,-5
3004,4149254907,1,13721,1.8000000000000007,12,25,12,126,81,1,10,0,1,-5
3005,4148747179,1,11172,1.4000000000000004,24,28,12,65,31,1,2,0,1,-6
3006,4148821675,1,5995,1.200000000000001,17,19,7,2,5,1,1,0,1,-4
3007,4142608891,1,2046,0.3999999999999986,-1,43,43,-157,94,1,8,1,-1,7
3008,4142585373,1,6922,1.799999999999999,18,33,20,-53,41,-1,5,1,-1,-9
3009,4132897308,1,7610,0.8000000000000007,17,43,29,23,-14,1,5,1,-1,7
3010,4123247779,0,-8691,-1.1999999999999993,-21,7,18,-26,-58,-1,-2,0,1,-5
3011,4123234685,0,-5805,-0.7999999999999989,-13,5,15,-31,36,-1,-2,0,-1,1
3012,4123189403,1,9660,1.3999999999999986,5,47,36,66,39,1,7,-1,1,10
3013,4215934547,0,-13179,-1.799999999999999,-27,14,30,-84,-49,-1,-9,-1,-1,-1
3014,4214986870,0,-2432,0.0,18,44,45,-131,30,1,-3,-1,-1,-7
3015,4214709588,0,-10662,-1.5999999999999996,-17,8,23,-86,-29,-1,-4,0,-1,-2
3016,4211684010,1,3379,0.5999999999999996,8,24,18,-27,27,1,1,0,-1,-6
3017,4211514930,0,-16155,-2.4000000000000004,-25,5,22,-97,-103,-1,-9,0,-1,-4
3018,4210531339,0,-8481,-1.1999999999999993,-46,27,34,54,2,-1,-5,-1,1,-10
3019,4208123918,1,6596,1.799999999999999,28,49,33,-112,23,-1,-1,1,-1,6
3020,4207461764,0,-9507,-1.6000000000000014,-19,17,28,-24,-30,-1,-4,-1,-1,-4
3021,4206925668,0,-6489,-1.4000000000000004,-9,23,29,-18,18,1,-8,-1,1,-1
3022,4206859137,1,12118,1.8000000000000007,30,40,25,-60,82,1,9,1,-1,-1
3023,4206863142,1,11388,1.4000000000000004,29,29,11,-12,20,1,8,0,1,8
3024,4206759024,1,12987,1.5999999999999996,23,22,7,129,-2,1,4,0,-1,3
3025,4206781093,1,15141,2.0,25,29,8,167,20,1,9,0,1,5
3026,4206681893,0,-5496,-0.8000000000000007,-10,20,33,-80,9,-1,-4,0,-1,-8
3027,4203815801,1,12686,2.0,23,29,9,65,-4,1,4,0,1,-2
3028,4202618793,1,12350,2.200000000000001,14,21,10,86,58,-1,7,1,1,6
3029,4202620227,0,-2334,-0.8000000000000007,9,42,33,-142,-71,1,2,1,-1,5
3030,4232911306,0,-1053,-0.6000000000000014,-11,36,39,-20,12,-1,0,1,-1,-2
3031,4225025533,1,5867,0.3999999999999986,-24,31,30,0,22,1,4,1,1,29
3032,4224989478,1,5778,0.7999999999999989,12,14,5,-11,24,1,2,0,-1,-1
3033,4223190321,1,10811,1.5999999999999996,19,32,21,23,103,-1,5,1,-1,2
3034,4222853279,1,11025,1.5999999999999996,31,35,21,-20,71,-1,8,1,1,-2
3035,4222788781,0,-7436,-1.1999999999999993,-7,14,23,-37,-49,-1,-2,0,-1,1
